global_budget,responsibility,capability,equality,weight_r,weight_c,weight_e,scenario
1232591134146.358,0.012084704343045004,0.013484532088358783,0.006310273272666221,0.2703063154473738,0.39144390783920135,0.3382497767134248,2p0C
642589374641.3566,0.010149452924374656,0.015621201920939156,0.006604345982742173,0.255080726985716,0.4149297002126992,0.3299895728015848,1p5C
483388462824.0636,0.010966179557598996,0.013723127060558461,0.0065087337588676485,0.338294036133078,0.37717375323582725,0.2845322106310948,1p5C
528593069725.1633,0.011033335465481315,0.01490435477833681,0.006325348105912554,0.33633990134934777,0.38922340392300914,0.2744366947276432,1p5C
575871697146.3765,0.010703806690976932,0.013910046554057627,0.006632286827429883,0.2979252459784168,0.39681358154479274,0.30526117247679047,1p5C
1147287621488.3816,0.009967662979118878,0.015191212897055023,0.006685015047711888,0.3207762241852317,0.41389842447627245,0.2653253513384959,2p0C
1194942406954.4001,0.010556687107933914,0.015402536781047865,0.006440874905758316,0.3008899167427113,0.38423183806445793,0.31487824519283064,2p0C
465945912607.1419,0.01016433947947248,0.014054954013828672,0.006418336285885997,0.29567292716586263,0.408710203396231,0.29561686943790627,1p5C
534619293337.49866,0.010549149448072743,0.013286068938672612,0.006116243111738919,0.26819909784978735,0.43858445601583845,0.2932164461343742,1p5C
591534584918.7035,0.011702206809567156,0.01521140367956761,0.006381024059594533,0.32302051152900035,0.38822310963590245,0.28875637883509714,1p5C
642498033932.884,0.011988528413957268,0.016078713401834522,0.006403505999104832,0.29681560065007,0.4103500954224614,0.29283430392746845,1p5C
1093643773542.9967,0.009946866603594371,0.015005535486820938,0.006507554529126928,0.3031160410213803,0.3921395782677282,0.30474438071089144,2p0C
508015864692.78406,0.010681098803459627,0.014818000149787592,0.006427358957550014,0.2978366860467393,0.36750998774280974,0.334653326210451,1p5C
1120064460528.2468,0.012451073625511318,0.015302524048063489,0.006507292420611628,0.2877916546283573,0.39846236216609177,0.3137459832055509,2p0C
1154137518355.6162,0.01110079290179564,0.015262315311807807,0.006757306698067089,0.2541724520372455,0.4310335770772575,0.31479397088549704,2p0C
525924839002.91626,0.011269300714679987,0.014090693207185657,0.006357302647684793,0.295507893620088,0.4040875556436854,0.30040455073622657,1p5C
1097326959007.2688,0.009660061821931087,0.014215523786637964,0.006364849571638739,0.31013195690641004,0.4016447713273316,0.2882232717662584,2p0C
1134407692845.7134,0.011002886261358187,0.015149175809291093,0.006206283762088159,0.2944341824359816,0.3920577387553122,0.3135080788087062,2p0C
1240672831716.3062,0.012529481815920574,0.014594150189601984,0.0064583216015454805,0.3230146705646869,0.4010142171811459,0.2759711122541671,2p0C
529348911389.37445,0.010816570217257905,0.01566770511295971,0.00664930635600261,0.29870106747175246,0.4018564087868517,0.2994425237413958,1p5C
1154977939272.1077,0.010169564255999033,0.014182308521860362,0.006120642566326519,0.2577638636696005,0.42038163489448255,0.32185450143591704,2p0C
1198997106039.5146,0.01096320059207168,0.015251698288898333,0.006330956919791643,0.2730321418495928,0.41054758570870076,0.3164202724417063,2p0C
1196868739415.2341,0.012318375666905688,0.014951838916306382,0.006466965269385259,0.29576074195582375,0.3697855035224008,0.3344537545217754,2p0C
436216486394.9453,0.010756685097655882,0.014607068390673418,0.006624749938827035,0.3026918160031554,0.3850345144622331,0.3122736695346114,1p5C
554367869736.9198,0.011677166769844307,0.015564294417298436,0.006534200252323406,0.32576179192287186,0.37073525155721443,0.3035029565199139,1p5C
584100463704.7052,0.01167695347233781,0.01519985257665756,0.006523074851141696,0.3461787587185976,0.36952376993925684,0.2842974713421457,1p5C
